fips_state,fips_st_code,event_year,event_month,event_type,injuries_direct,injuries_indirect,death_direct,death_indirect,event_source,episode_narrative
ALASKA,2,2013,April,High Wind,0,0,0,0,Mesonet,"A storm system moved through central Wyoming bringing heavy snow to Casper Mountain and the Wind River Range and adjacent foothills. Two feet of snow fell on Casper Mountain with up to eight inches southeast of Casper. New snow totals of 18 inches fell in the southern Wind River Range. Lesser amounts of snow fell in the Wind River Basin, but the resulting road conditions made for dangerous travel. One fatal accident and several other injury accidents occurred on local highways in this region due to low visibility and deteriorated road conditions."
MINNESOTA,27,2013,April,Heavy Rain,0,0,0,0,Law Enforcement,"Large scale lift from an upper level low combined with a deep easterly upslope flow behind a cold front to produce heavy snow in and near the Front Range Foothills and Palmer Divide.  Storm totals ranged from 1.5 to 3 feet in the Front Range Foothills, with 1 to 1.5 feet along the Urban Corridor.||In the Front Range Foothills and Palmer Divide, storm totals included:  36.5 inches, 7 miles southwest of Boulder; 32 inches, 12 miles northwest of Golden; 28 inches at Genesee; 24.5 inches, 3 miles west of Jamestown; 23 inches at Bergen Park; 21  inches at Evergreen and Gross Reservoir; 19 inches near Eldorado Springs and 3 miles west-southwest of Conifer;  17 inches, 4 miles south-southwest of Tiny Town; 13.5 inches, 15 miles north of Elizabeth; 12.5 inches, 2 miles east of Antero Junction; with 12 inches at Rough and Tumble.||Along the Urban Corridor, storm totals included:  18 inches in Golden; 14.5 inches in Boulder, 13 inches at the National Weather Service in Boulder; 12.5 inches, 5 miles south-southwest of Arapahoe Park; 12 inches at Lone Tree; 11.5 inches in Broomfield; 11 inches in Arvada, 4 miles northwest of Elbert, Niwot and Wheatridge; 10 inches in northwest Denver; 9 inches, 2 miles southwest of Loveland; with 7.3 inches at Denver International Airport."
MINNESOTA,27,2013,April,Hail,0,0,0,0,NWS Storm Survey,"An upper level storm system in combination with cold air generated heavy to very heavy snow accumulations over sections of southern Colorado.  Some of the higher reported snow totals were...6 to 10 inches across eastern Teller and northern El Paso Counties, and eastern Fremont and western Pueblo Counties...10 to 20 inches near Antonito (Conejos County), South Fork (Rio Grande County)...northern Teller and far northern El Paso Counties, and central Fremont, Custer, and southwestern Pueblo Counties...and 27 to 33 inches around 22 miles west-northwest of Canon City (northern Fremont County)."
WISCONSIN,55,2013,April,Ice Storm,0,0,0,0,Emergency Manager,A line of showers preceding a cold front that moved through central and northwestern New Jersey during the evening of the 21st produced gusty winds and isolated stronger damaging winds in Mercer County.
NEW MEXICO,35,2013,April,Heavy Snow,0,0,0,0,Fire Department/Rescue,A Pacific trough developed into an upper low over eastern Utah and western Colorado which produced significant snowfall in most mountains and some lower elevation areas of western Colorado.
ILLINOIS,17,2013,April,Thunderstorm Wind,0,0,0,0,Broadcast Media,A Pacific trough developed into an upper low over eastern Utah and western Colorado which produced significant snowfall in the eastern Uinta Mountains of northeast Utah.
WISCONSIN,55,2013,April,Winter Storm,0,0,0,0,Park/Forest Service,A passing cold front triggered isolated severe thunderstorms in New London County.
MISSOURI,29,2013,April,Thunderstorm Wind,11,0,0,0,COOP Observer,A passing cold front triggered isolated strong to severe thunderstorms across Long Island Sound and the Coastal Ocean Waters from 20 to 40 nautical miles South of the Twin Forks of Long Island.
MISSOURI,29,2013,April,Tornado,0,0,0,0,Trained Spotter,"An area of moderate snow developed across Campbell County. Snowfall amounts of two to six inches were common across central and southern Campbell County, with the highest amounts south and west of Wright. Gusty winds accompanied the snow and produced low visibilities."
MISSOURI,29,2013,April,Thunderstorm Wind,0,0,0,0,ASOS,A winter storm system dropped south out of Canada and brought accumulating snow and gusty north winds to portions of North Central Wyoming.
MISSOURI,29,2013,April,Tornado,2,0,0,0,AWOS,"A strong storm moved into the northern Gulf of Alaska producing wind gusting as high as 146 mph in Thompson pass along with snow resulting in a blizzard. Wind peaked around 60 mph in Whittier, combined with snow, reducing the visibility to one quarter mile or less."
WISCONSIN,55,2013,April,Heavy Snow,0,0,0,0,C-MAN Station,A stagnant blocking pattern set up over the North Pacific Ocean at this time and this allowed cold air to settle in the valleys for several days.
IOWA,19,2013,April,Lightning,0,0,0,0,Public,"A warm front moved through Southern New England resulting in increased moisture and lift.  This produced thunderstorms across the area, including northern Connecticut, Rhode Island, and the coastal waters."
WISCONSIN,55,2013,April,Winter Weather,0,0,0,0,NWS Employee,"Lightning struck a propane tank at a water treatment plant, igniting a fire that destroyed some equipment."
ILLINOIS,17,2013,April,Flash Flood,0,0,0,0,County Official,A cold front moved through southern Mississippi during the morning hours. Thunderstorms in advance of the front produced several reports of severe weather.
ILLINOIS,17,2013,April,Lightning,0,0,0,0,Unknown,A bitterly cold and blustery storm system brought heavy snow and the coldest temperatures of the season to northern Arizona.
KANSAS,20,2013,April,Ice Storm,0,0,0,0,River/Stream Gage,"In response to a strong upper level shortwave, a surface low developed over the northwestern Gulf of Mexico and rode along a previously stalled front across northwest Central Alabama, Thursday, December 22, 2011. Much of Central Alabama resided in an unseasonably warm airmass, with dewpoints near 70 degrees and CAPE over 1000 J/kg. As the surface low passed over northwest Central Alabama and low level winds backed, helicity increased.  Rotating supercells within several thunderstorm complexes produced six tornadoes and isolated wind damage."
ARKANSAS,5,2013,April,Thunderstorm Wind,0,0,0,0,CoCoRaHS,A line of thunderstorms moved across the area during the morning hours of the 22nd producing damage.
ARKANSAS,5,2013,April,Flash Flood,0,0,0,0,RAWS,"A deep trough, quite characteristic of the early winter season of 2011-2012, was anchored across the southwest U.S. with broad southwest flow aloft evident from the southwest U.S. toward the mid-Atlantic.  A summer-like Bermuda high pressure area was anchored off the southeast U.S. coast.  A stationary front extended across the lower Mississippi valley toward the mid-Atlantic with a cold front approaching from the west of this region from Texas toward the Great lakes.  The air mass across the region in advance of the stationary front was extremely moist, warm, and unstable for mid-December.  As an embedded strong short wave traversed the region in the southwest flow aloft, a period of strong shear and marginal instability translated across the region during the late afternoon and early evening.  These synoptic features supported a strong to severe quasi-linear convective system, or squall line, which moved across the state from west to east during the late afternoon and evening.  The line of thunderstorms spawned a half-a-dozen tornadoes causing extensive damage across several counties from west central into northwest and north central Georgia.  As the line moved east past Atlanta, it weakened considerably and no further severe weather was observed across east Georgia.  The six tornadoes occurring on this date tied the record for the most tornadoes ever occurring during December within the Peachtree City, Georgia county warning area in December, namely six in 2005."
OHIO,39,2013,April,Thunderstorm Wind,0,0,0,0,Airplane Pilot,A line of storms swept through the coastal gulf waters producing high wind gusts.
ILLINOIS,17,2013,April,Funnel Cloud,0,0,0,0,Storm Chaser,"A fast moving low pressure system brought locally heavy rains to southeast Arkansas on the morning of the December 22nd. The heavy rains lead to some ponding of water in low lying areas, as well as some flash flooding from overflowing roadside ditches."
